cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,category
2183,34.73,1165,18.54,65.0,33.58,Desktop
2183,35.35491103202847,631,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
2177,35.35491103202847,1041,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
2174,35.35491103202847,291,15.189008642602948,20.0,108.7,Server
2173,103.46,1156,55.05,95.0,22.87,Desktop
2171,108.6,1203,60.19,95.0,22.85,Desktop
2169,7.45,1582,5.44,5.0,433.81,Laptop
2166,7.22,1241,4.14,15.0,144.37,Laptop
2165,48.15,1144,25.46,65.0,33.3,Desktop
2165,33.09,1954,29.88,53.0,40.84,Desktop
2163,44.13,969,19.78,60.0,36.04,Server
2162,35.35491103202847,1213,15.189008642602948,7.0,308.87,Laptop
2161,35.35491103202847,908,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
2160,35.35491103202847,1096,15.189008642602948,15.0,144.03,Laptop
2160,35.35491103202847,869,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
2158,35.97,1156,19.28,95.0,22.71,Server
2156,35.35491103202847,892,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
2154,35.35491103202847,1034,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
2152,35.35491103202847,1249,15.189008642602948,62.37555732484076,121.6232388535032,Laptop
2148,35.35491103202847,956,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
2143,173.83,1192,96.66,100.0,21.43,Desktop
2141,35.35491103202847,1205,15.189008642602948,17.0,125.92,Laptop
2140,9.36,857,3.75,6.0,356.7,Laptop
2140,35.35491103202847,1070,15.189008642602948,35.0,61.15,Laptop
2139,35.35491103202847,837,15.189008642602948,10.0,213.89,Desktop
2137,35.35491103202847,1224,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
2135,35.35491103202847,1092,15.189008642602948,35.0,60.99,Laptop
2131,35.35491103202847,1259,15.189008642602948,62.37555732484076,121.6232388535032,Laptop
2129,36.09,1895,32.13,53.0,40.18,Desktop
2129,35.35491103202847,1106,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
2125,36.64,1915,33.02,54.0,39.34,Desktop
2115,35.35491103202847,1224,15.189008642602948,95.0,22.26,Laptop
2115,35.35491103202847,888,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
2112,30.17,1695,24.22,55.0,38.4,Desktop
2109,21.7,1650,16.98,35.0,60.26,Desktop
2109,59.06,1126,31.55,95.0,22.2,Desktop
2108,35.35491103202847,1040,15.189008642602948,62.37555732484076,121.6232388535032,Desktop
2108,105.55,1141,57.12,95.0,22.19,Desktop
2107,35.35491103202847,1615,15.189008642602948,35.0,60.19,Desktop
2105,35.35491103202847,1343,15.189008642602948,6.0,350.9,Mobile/Embedded
2104,35.35491103202847,1141,15.189008642602948,95.0,22.15,Desktop
2104,35.35491103202847,582,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
2103,30.07,1138,16.27,95.0,22.14,Desktop
2101,35.35491103202847,740,15.189008642602948,12.0,175.05,Laptop
2095,35.35491103202847,1345,15.189008642602948,4.5,465.51,Laptop
2095,35.35491103202847,974,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
2094,35.35491103202847,1266,15.189008642602948,35.0,59.83,Desktop
2094,35.35491103202847,860,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
2093,43.58,1138,23.69,95.0,22.04,Desktop
2093,13.77,1550,10.2,65.0,32.19,Desktop
2092,46.48,1842,40.93,55.0,38.03,Desktop
2091,64.02,1863,57.06,53.0,39.45,Desktop
2091,36.06,1836,31.67,53.0,39.44,Desktop
2089,35.35491103202847,1299,15.189008642602948,17.0,122.89,Laptop
2088,35.35491103202847,1011,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
2085,35.35491103202847,1300,15.189008642602948,35.0,59.57,Laptop
2085,35.35491103202847,1211,15.189008642602948,15.0,139.01,Laptop
2085,209.34,1118,112.22,100.0,20.85,Desktop
2085,18.54,1549,13.77,35.0,59.58,Desktop
2079,35.35491103202847,1102,15.189008642602948,75.0,27.72,Server
2078,35.35491103202847,1473,15.189008642602948,95.0,21.87,Laptop
2074,1.6,1074,0.83,75.0,27.66,Server
2069,7.36,1334,4.75,4.5,459.8,Laptop
2068,54.42,1141,30.01,95.0,21.77,Desktop
2067,9.19,1281,5.69,17.0,121.57,Laptop
2067,9.15,1130,5.0,80.0,25.84,Server
2062,20.63,1077,10.78,105.0,19.64,Desktop
2061,20.82,1003,10.13,45.0,45.8,Server
2060,27.82,1275,17.23,35.0,58.85,Laptop
2058,102.97,382,19.1,35.0,58.81,Server
2057,35.35491103202847,793,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
2056,9.57,333,1.55,20.0,102.78,"Laptop, Mobile/Embedded"
2055,11.64,1129,6.4,100.0,20.55,Desktop
2052,5.86,1091,3.12,95.0,21.6,Server
2051,74.58,1103,40.09,50.0,41.02,Server
2051,35.35491103202847,1183,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
2050,35.35491103202847,1421,15.189008642602948,20.0,102.51,Server
2049,34.16,1867,31.13,53.0,38.65,Desktop
2044,29.24,1076,15.39,65.0,31.44,Desktop
2042,8.88,1385,6.02,35.0,58.34,Laptop
2041,7.26,1229,4.37,4.5,453.53,Laptop
2037,15.91,1096,8.56,100.0,20.37,Desktop
2036,15.8,1154,8.95,95.0,21.44,Desktop
2034,19.01,1499,14.01,35.0,58.12,Laptop
2030,35.35491103202847,816,15.189008642602948,62.37555732484076,121.6232388535032,Laptop
2029,34.98,1400,24.15,65.0,31.21,Desktop
2027,1.14,559,0.31,105.0,19.31,Server
2022,106.38,1083,56.96,95.0,21.29,Laptop
2021,5.07,1016,2.55,55.0,36.75,Laptop
2020,10.63,1190,6.26,95.0,21.26,Desktop
2018,6.55,1150,3.74,15.0,134.54,Laptop
2017,25.87,1446,18.54,73.0,27.63,Desktop
2016,35.35491103202847,1135,15.189008642602948,35.0,57.59,Desktop
2013,35.35491103202847,1540,15.189008642602948,35.0,57.5,Desktop
2011,35.35491103202847,1080,15.189008642602948,62.37555732484076,121.6232388535032,Desktop
2007,27.48,1244,17.04,35.0,57.33,Laptop
1999,35.35491103202847,1231,15.189008642602948,25.0,79.95,Desktop
1999,17.71,1285,11.38,35.0,57.13,Laptop
1995,36.28,386,7.02,75.0,26.6,Server
1993,35.35491103202847,1240,15.189008642602948,17.0,117.26,Laptop
1991,35.35491103202847,717,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1990,39.84,1805,36.14,54.0,36.86,Desktop
1986,20.96,1338,14.12,65.0,30.55,Desktop
1986,29.57,1557,23.19,65.0,30.55,Desktop
1986,8.65,1097,4.78,95.0,20.9,Server
1985,35.35491103202847,1107,15.189008642602948,35.0,56.73,Laptop
1980,35.35491103202847,919,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1979,6.6,1060,3.53,120.0,16.49,Server
1978,35.35491103202847,459,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1974,35.35491103202847,1100,15.189008642602948,15.0,131.6,Laptop
1972,8.77,1235,5.49,17.0,116.03,Laptop
1967,33.34,1037,17.58,45.0,43.71,Desktop
1967,35.35491103202847,1209,15.189008642602948,13.0,151.29,Laptop
1962,28.84,1087,15.99,95.0,20.65,Desktop
1961,35.35491103202847,893,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1960,35.35491103202847,676,15.189008642602948,9.5,206.32,Laptop
1957,98.01,1005,50.34,45.0,43.49,Desktop
1954,46.38,1224,29.06,35.0,55.82,Laptop
1953,35.35491103202847,675,15.189008642602948,62.37555732484076,121.6232388535032,Laptop
1949,48.75,1506,37.66,35.0,55.7,Desktop
1948,35.35491103202847,1177,15.189008642602948,15.0,129.84,Laptop
1947,35.35491103202847,809,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1946,21.62,941,10.46,80.0,24.33,Server
1946,35.35491103202847,992,15.189008642602948,95.0,20.48,Laptop
1942,35.35491103202847,940,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1939,35.35491103202847,1071,15.189008642602948,15.0,129.29,Laptop
1939,17.64,1064,9.67,65.0,29.83,Desktop
1938,10.47,763,4.12,6.0,322.98,Laptop
1936,35.35491103202847,562,15.189008642602948,65.0,29.78,Desktop
1936,24.5,390,4.94,130.0,14.89,Server
1935,20.32,712,7.48,80.0,24.18,Server
1934,35.19,1054,19.18,95.0,20.36,Desktop
1931,51.61,1638,43.77,65.0,29.71,Desktop
1931,7.73,1048,4.19,80.0,24.14,Server
1928,25.7,1811,24.15,53.0,36.37,Desktop
1928,19.28,997,9.97,80.0,24.1,Server
1928,9.18,1160,5.52,95.0,20.29,Server
1928,5.69,1114,3.29,45.0,42.85,Laptop
1926,48.17,1695,42.4,54.0,35.67,Desktop
1926,70.17,1517,55.3,65.0,29.62,Desktop
1924,114.68,1390,82.86,95.0,20.26,Desktop
1923,3.21,755,1.26,25.0,76.92,Desktop
1923,179.92,1024,95.78,80.0,24.04,Server
1921,19.19,1029,10.28,50.0,38.42,Server
1920,35.35491103202847,718,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1919,16.4,1749,14.95,53.0,36.21,Desktop
1918,3.5,838,1.53,25.0,76.72,Server
1914,19.14,1266,12.66,35.0,54.67,Laptop
1912,11.95,1570,9.81,35.0,54.61,Desktop
1912,35.35491103202847,736,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1911,35.35491103202847,832,15.189008642602948,25.0,76.43,Server
1910,35.35491103202847,911,15.189008642602948,19.0,100.55,Laptop
1908,19.28,1063,10.74,35.0,54.53,Laptop
1908,35.35491103202847,1007,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1907,35.35491103202847,1197,15.189008642602948,13.0,146.72,Desktop
1907,7.17,1048,3.94,25.0,76.27,Laptop
1906,35.35491103202847,974,15.189008642602948,62.37555732484076,121.6232388535032,Laptop
1905,35.35491103202847,993,15.189008642602948,4.5,423.33,Laptop
1904,35.35491103202847,1282,15.189008642602948,6.0,317.25,Mobile/Embedded
1902,35.35491103202847,396,15.189008642602948,60.0,31.7,Server
1902,19.4,1097,11.18,35.0,54.35,Laptop
1899,68.1,1068,38.31,125.0,15.2,Desktop
1898,42.19,1035,22.99,115.0,16.51,Server
1895,35.11,1029,19.06,65.0,29.16,Desktop
1895,43.42,1745,39.99,55.0,34.46,Desktop
1892,19.49,1041,10.73,125.0,15.13,Desktop
1889,35.35491103202847,1638,15.189008642602948,65.0,29.06,Desktop
1889,35.35491103202847,1183,15.189008642602948,35.0,53.97,Laptop
1885,35.35491103202847,1623,15.189008642602948,65.0,28.99,Desktop
1885,35.35491103202847,1117,15.189008642602948,4.5,418.86,Laptop
1882,35.35491103202847,1189,15.189008642602948,35.0,53.76,Desktop
1880,35.35491103202847,980,15.189008642602948,25.0,75.2,Laptop
1876,35.35491103202847,1213,15.189008642602948,15.0,125.04,"Laptop, Mobile/Embedded"
1875,25.34,1618,21.87,65.0,28.85,Desktop
1875,35.35491103202847,1025,15.189008642602948,15.0,124.97,Laptop
1871,104.55,999,55.81,45.0,41.59,Desktop
1871,16.55,1387,12.27,65.0,28.78,Desktop
1870,24.94,1708,22.77,55.0,34.0,Desktop
1864,24.72,1618,21.45,65.0,28.68,Desktop
1864,128.65,936,64.62,75.0,24.86,Server
1861,35.35491103202847,750,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1853,35.35491103202847,1620,15.189008642602948,15.0,123.55,Laptop
1853,35.35491103202847,1119,15.189008642602948,62.37555732484076,121.6232388535032,Laptop
1851,35.35491103202847,990,15.189008642602948,80.0,23.14,Server
1851,35.35491103202847,751,15.189008642602948,62.37555732484076,121.6232388535032,Laptop
1850,27.35,1402,20.72,35.0,52.86,Laptop
1849,8.68,1018,4.78,95.0,19.46,Desktop
1849,28.53,1695,26.16,54.0,34.24,Desktop
1848,8.22,1390,6.18,37.0,49.96,Mobile/Embedded
1847,35.35491103202847,857,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1845,8.2,733,3.26,35.0,52.73,Laptop
1845,35.35491103202847,1046,15.189008642602948,45.0,41.0,Desktop
1844,82.71,1310,58.76,95.0,19.41,Laptop
1844,10.6,999,5.74,95.0,19.42,Desktop
1844,35.35491103202847,1030,15.189008642602948,35.0,52.69,Laptop
1841,24.72,1478,19.85,35.0,52.59,Desktop
1839,35.35491103202847,951,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1837,94.86,1059,54.69,80.0,22.96,Server
1835,35.35491103202847,907,15.189008642602948,19.0,96.56,Laptop
1832,45.82,1343,33.59,95.0,19.29,Desktop
1832,20.6,1238,13.92,35.0,52.35,Laptop
1830,81.38,987,43.89,65.0,28.16,Desktop
1825,35.35491103202847,1069,15.189008642602948,62.37555732484076,121.6232388535032,Desktop
1824,35.35491103202847,1067,15.189008642602948,35.0,52.13,Laptop
1824,35.35491103202847,716,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1823,35.35491103202847,1063,15.189008642602948,35.0,52.1,Desktop
1822,6.49,1080,3.84,4.5,404.97,Laptop
1819,15.65,1426,12.27,65.0,27.98,Desktop
1819,27.5,942,14.24,105.0,17.32,Server
1818,35.35491103202847,1400,15.189008642602948,35.0,51.93,Laptop
1817,35.35491103202847,1084,15.189008642602948,11.5,158.0,Desktop
1816,30.29,1048,17.49,45.0,40.35,Desktop
1814,45.36,947,23.68,80.0,22.68,Server
1814,52.89,1059,30.87,95.0,19.1,Desktop
1811,35.35491103202847,1130,15.189008642602948,17.0,106.52,Laptop
1810,27.87,1033,15.9,95.0,19.06,Laptop
1809,35.35491103202847,745,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1808,118.84,1282,84.28,95.0,19.03,Desktop
1807,35.35491103202847,1049,15.189008642602948,4.5,401.46,Laptop
1804,37.56,942,19.63,125.0,14.43,Desktop
1801,35.35491103202847,799,15.189008642602948,25.0,72.06,Laptop
1799,51.09,1576,44.74,65.0,27.68,Desktop
1797,35.35491103202847,1011,15.189008642602948,75.0,23.96,Server
1797,28.08,1014,15.85,95.0,18.92,Desktop
1797,35.35491103202847,785,15.189008642602948,45.0,39.94,Laptop
1796,35.35491103202847,695,15.189008642602948,17.5,102.64,Laptop
1786,35.35491103202847,690,15.189008642602948,25.0,71.42,Desktop
1784,35.35491103202847,957,15.189008642602948,62.37555732484076,121.6232388535032,Desktop
1784,35.35491103202847,1016,15.189008642602948,9.0,198.26,Laptop
1783,35.35491103202847,1227,15.189008642602948,95.0,18.77,Laptop
1782,17.83,1009,10.09,45.0,39.59,Laptop
1781,18.65,1192,12.48,95.0,18.75,Laptop
1780,35.35491103202847,612,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1778,18.6,958,10.02,105.0,16.93,Desktop
1777,35.35491103202847,787,15.189008642602948,15.0,118.45,Laptop
1776,17.76,988,9.88,95.0,18.7,Desktop
1774,35.35491103202847,1084,15.189008642602948,35.0,50.68,Laptop
1773,35.35491103202847,1123,15.189008642602948,35.0,50.65,Laptop
1768,13.71,1029,7.98,45.0,39.29,Laptop
1768,35.35491103202847,935,15.189008642602948,35.0,50.52,Laptop
1767,35.35491103202847,669,15.189008642602948,25.0,70.69,Laptop
1764,4.57,930,2.41,45.0,39.2,Laptop
1763,62.91,1292,46.12,95.0,18.56,Desktop
1761,35.35491103202847,935,15.189008642602948,40.0,44.04,Server
1759,35.35491103202847,940,15.189008642602948,35.0,50.27,Laptop
1758,25.48,1612,23.36,53.0,33.17,Desktop
1756,23.41,669,8.92,15.0,117.06,Server
1755,35.35491103202847,1558,15.189008642602948,35.0,50.14,Desktop
1755,35.1,1568,31.37,35.0,50.13,Desktop
1752,35.76,1133,23.13,35.0,50.06,Laptop
1748,35.35491103202847,609,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1748,35.35491103202847,629,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1745,35.35491103202847,854,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1744,30.01,1269,21.83,37.0,47.13,Laptop
1741,3.45,804,1.59,62.37555732484076,121.6232388535032,Laptop
1738,35.35491103202847,975,15.189008642602948,25.0,69.53,Laptop
1737,13.47,698,5.41,25.0,69.48,Desktop
1736,43.45,937,23.45,95.0,18.27,Desktop
1736,35.35491103202847,787,15.189008642602948,25.0,69.45,Laptop
1735,35.35491103202847,799,15.189008642602948,25.0,69.38,Laptop
1735,35.35491103202847,648,15.189008642602948,62.37555732484076,121.6232388535032,Laptop
1733,19.26,849,9.44,75.0,23.1,Server
1732,35.35491103202847,1048,15.189008642602948,17.0,101.86,Laptop
1728,35.35491103202847,486,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1726,34.52,1568,31.38,35.0,49.3,Desktop
1724,35.35491103202847,615,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1723,35.35491103202847,533,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1722,35.35491103202847,1160,15.189008642602948,62.37555732484076,121.6232388535032,Laptop
1718,116.42,1220,82.65,95.0,18.09,Desktop
1718,35.35491103202847,1005,15.189008642602948,28.0,61.36,Laptop
1715,35.35491103202847,847,15.189008642602948,19.0,90.29,Laptop
1712,35.35491103202847,557,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1711,85.59,913,45.68,45.0,38.02,Desktop
1711,59.01,1599,55.14,55.0,31.11,Desktop
1707,24.39,1553,22.19,55.0,31.04,Desktop
1704,35.35491103202847,1365,15.189008642602948,15.0,113.6,Laptop
1703,18.92,918,10.2,75.0,22.7,Server
1703,35.35491103202847,665,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1702,35.35491103202847,779,15.189008642602948,15.0,113.44,Laptop
1699,42.5,924,23.1,95.0,17.89,Desktop
1699,35.35491103202847,919,15.189008642602948,65.0,26.14,Laptop
1697,10.54,967,6.01,6.0,282.8,Laptop
1696,45.87,1379,37.3,73.0,23.23,Desktop
1695,48.43,1304,37.25,6.0,282.52,Mobile/Embedded
1694,15.83,1378,12.88,15.0,112.91,Mobile/Embedded
1692,15.82,1356,12.67,15.0,112.82,Laptop
1691,35.35491103202847,1460,15.189008642602948,35.0,48.33,Desktop
1688,35.35491103202847,1234,15.189008642602948,10.0,168.79,Desktop
1688,35.35491103202847,596,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1687,35.35491103202847,1092,15.189008642602948,17.0,99.22,Laptop
1685,35.35491103202847,700,15.189008642602948,25.0,67.4,Laptop
1684,33.68,1566,31.33,55.0,30.61,Desktop
1683,60.07,1083,38.67,35.0,48.09,Laptop
1680,12.92,925,7.12,125.0,13.44,Desktop
1679,35.35491103202847,1535,15.189008642602948,15.0,111.93,Laptop
1678,89.29,827,43.99,50.0,33.56,Server
1676,35.35491103202847,1441,15.189008642602948,62.37555732484076,121.6232388535032,Desktop
1675,15.66,1083,10.12,15.0,111.68,Mobile/Embedded
1670,10.44,1188,7.43,95.0,17.58,Desktop
1670,26.81,1520,24.39,53.0,31.51,Desktop
1669,35.35491103202847,944,15.189008642602948,45.0,37.09,Laptop
1666,35.35491103202847,750,15.189008642602948,15.0,111.06,Laptop
1664,28.21,877,14.86,80.0,20.8,Server
1664,35.35491103202847,466,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1663,35.35491103202847,725,15.189008642602948,25.0,66.53,Laptop
1663,35.35491103202847,589,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1663,35.35491103202847,854,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1662,22.46,1493,20.18,35.0,47.5,Desktop
1661,16.62,965,9.65,45.0,36.92,Laptop
1659,35.35491103202847,611,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1657,35.35491103202847,742,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1654,35.35491103202847,901,15.189008642602948,11.5,143.85,Laptop
1654,35.35491103202847,519,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1653,35.35491103202847,659,15.189008642602948,25.0,66.1,Laptop
1653,35.35491103202847,628,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1652,35.35491103202847,657,15.189008642602948,25.0,66.1,Laptop
1649,35.35491103202847,764,15.189008642602948,95.0,17.36,Desktop
1649,66.1,896,35.92,65.0,25.37,Desktop
1648,35.35491103202847,592,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1647,13.18,905,7.24,15.0,109.77,Laptop
1647,10.98,902,6.01,35.0,47.05,Laptop
1644,35.35491103202847,847,15.189008642602948,19.0,86.54,Laptop
1641,35.35491103202847,1494,15.189008642602948,65.0,25.24,Desktop
1641,12.72,1270,9.85,35.0,46.89,Laptop
1641,35.35491103202847,783,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1637,35.35491103202847,902,15.189008642602948,25.0,65.48,Laptop
1636,54.56,873,29.11,95.0,17.23,Desktop
1635,35.35491103202847,814,15.189008642602948,60.0,27.25,Server
1635,35.35491103202847,722,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1634,35.35491103202847,902,15.189008642602948,15.0,108.96,Laptop
1634,33.26,1183,24.08,35.0,46.69,Desktop
1630,35.35491103202847,1190,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1628,35.35491103202847,1313,15.189008642602948,15.0,108.54,"Laptop, Mobile/Embedded"
1624,23.22,887,12.68,35.0,46.4,Laptop
1623,35.35491103202847,1314,15.189008642602948,35.0,46.38,Desktop
1620,6.81,864,3.63,75.0,21.6,Server
1619,40.52,904,22.64,95.0,17.04,Desktop
1619,35.35491103202847,1032,15.189008642602948,35.0,46.26,Desktop
1616,35.35491103202847,1608,15.189008642602948,65.0,24.85,Desktop
1616,35.35491103202847,666,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1614,38.43,1396,33.24,35.0,46.11,Desktop
1613,35.35491103202847,1493,15.189008642602948,35.0,46.09,Desktop
1612,35.35491103202847,624,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1612,35.35491103202847,812,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1611,35.35491103202847,1150,15.189008642602948,6.0,268.43,Laptop
1611,35.35491103202847,880,15.189008642602948,19.0,84.78,Laptop
1609,23.0,1255,17.95,35.0,45.96,Laptop
1607,35.35491103202847,1282,15.189008642602948,37.0,43.43,Laptop
1606,35.35491103202847,617,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1606,35.35491103202847,1154,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1604,35.35491103202847,1474,15.189008642602948,65.0,24.68,Desktop
1602,35.35491103202847,620,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1600,9.94,899,5.59,6.0,266.6,Laptop
1599,35.35491103202847,826,15.189008642602948,65.0,24.61,Laptop
1599,8.61,875,4.71,105.0,15.23,Server
1596,35.35491103202847,553,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1591,35.35491103202847,952,15.189008642602948,11.5,138.33,Laptop
1589,35.35491103202847,486,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1588,86.01,1342,72.69,73.0,21.75,Desktop
1587,22.68,1422,20.31,65.0,24.42,Desktop
1583,35.35491103202847,1357,15.189008642602948,62.37555732484076,121.6232388535032,Laptop
1581,9.37,1119,6.63,10.0,158.14,Desktop
1579,35.35491103202847,938,15.189008642602948,45.0,35.09,Laptop
1579,35.35491103202847,716,15.189008642602948,62.37555732484076,121.6232388535032,Laptop
1576,27.02,1105,18.95,95.0,16.59,Desktop
1576,35.35491103202847,1431,15.189008642602948,35.0,45.02,Desktop
1570,35.35491103202847,1170,15.189008642602948,6.0,261.73,Laptop
1570,35.35491103202847,933,15.189008642602948,45.0,34.89,Laptop
1569,35.35491103202847,898,15.189008642602948,13.0,120.67,Desktop
1566,35.35491103202847,722,15.189008642602948,70.0,22.36,Laptop
1566,35.35491103202847,1053,15.189008642602948,62.37555732484076,121.6232388535032,Laptop
1564,22.36,1447,20.68,35.0,44.68,Desktop
1563,22.34,1550,22.14,65.0,24.05,Desktop
1561,35.35491103202847,854,15.189008642602948,16.1,96.94,"Laptop, Mobile/Embedded"
1560,31.23,1161,23.23,95.0,16.42,Desktop
1560,17.53,1513,17.0,53.0,29.44,Desktop
1558,35.35491103202847,944,15.189008642602948,11.5,135.47,Desktop
1558,11.99,825,6.35,35.0,44.5,Laptop
1557,13.4,1058,9.11,45.0,34.6,Desktop
1557,35.35491103202847,789,15.189008642602948,19.0,81.94,Laptop
1554,9.2,1069,6.33,95.0,16.36,Desktop
1552,35.35491103202847,1421,15.189008642602948,37.0,41.95,Laptop
1552,53.53,1365,47.07,65.0,23.87,Desktop
1550,35.35491103202847,1629,15.189008642602948,65.0,23.84,Desktop
1549,87.15,817,45.99,80.0,19.36,Server
1547,35.35491103202847,556,15.189008642602948,62.37555732484076,121.6232388535032,Laptop
1544,35.35491103202847,1438,15.189008642602948,65.0,23.75,Desktop
1541,67.08,1473,64.12,55.0,28.01,Desktop
1538,20.5,1056,14.08,95.0,16.19,Desktop
1538,10.26,1557,10.38,65.0,23.67,Desktop
1537,35.35491103202847,1008,15.189008642602948,11.0,139.76,Desktop
1535,11.76,1441,11.04,35.0,43.85,Desktop
1531,35.35491103202847,914,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1530,35.35491103202847,944,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1529,35.35491103202847,615,15.189008642602948,15.0,101.91,Laptop
1529,23.89,838,13.1,80.0,19.11,Server
1529,35.35491103202847,1104,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1525,35.35491103202847,1294,15.189008642602948,15.0,101.66,Server
1524,35.35491103202847,1342,15.189008642602948,15.0,101.58,Laptop
1524,35.35491103202847,1485,15.189008642602948,80.0,19.05,Server
1520,35.35491103202847,913,15.189008642602948,95.0,16.0,Desktop
1518,35.35491103202847,868,15.189008642602948,6.0,253.04,Laptop
1516,8.43,1264,7.03,73.0,20.77,Desktop
1516,35.35491103202847,845,15.189008642602948,95.0,15.96,Laptop
1515,35.35491103202847,1318,15.189008642602948,15.0,100.99,Laptop
1513,35.35491103202847,698,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1512,50.42,849,28.31,95.0,15.92,Desktop
1509,5.29,857,3.0,115.0,13.12,Server
1507,35.88,1321,31.44,35.0,43.05,Desktop
1505,35.35491103202847,917,15.189008642602948,65.0,23.15,Desktop
1504,35.35491103202847,1317,15.189008642602948,25.0,60.15,Laptop
1504,35.35491103202847,1514,15.189008642602948,65.0,23.14,Laptop
1501,0.44,792,0.23,65.0,23.1,Desktop
1501,35.35491103202847,1245,15.189008642602948,37.0,40.55,Laptop
1498,35.35491103202847,1271,15.189008642602948,15.0,99.88,Laptop
1495,19.41,1464,19.01,65.0,22.99,Desktop
1495,35.35491103202847,552,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
1492,75.77,1484,75.35,65.0,22.95,Desktop
1490,35.35491103202847,1202,15.189008642602948,15.0,99.34,Laptop
1489,35.35491103202847,1216,15.189008642602948,35.0,42.55,Desktop
1488,13.9,1097,10.26,15.0,99.18,Laptop
1486,11.1,1144,8.54,35.0,42.47,Desktop
